saleDate_sk,CalendarDay,CalendarWeek,CalendarQuarter,CalendarMonth,CalendarYear,FiscalDay,FiscalWeek,FiscalQuarter,FiscalMonth,FiscalYear,Date,source
6583,28,17,2,4,2007,28,29,1,1,2008,4/28/07,PEC
6584,4,14,2,4,2006,4,26,1,1,2007,4/4/06,PEC
6589,31,6,1,1,2010,31,46,4,10,2010,1/31/10,PEC
6600,7,41,4,10,2010,7,53,3,7,2011,10/7/10,PEC
6606,1,22,2,6,2007,1,34,1,3,2008,6/1/07,PEC
6611,31,31,3,7,2007,31,43,2,4,2008,7/31/07,PEC
6613,3,23,2,6,2007,3,35,1,3,2008,6/3/07,PEC
6617,31,1,4,12,2006,31,41,3,9,2007,12/31/06,PEC
6624,14,25,2,6,2009,14,37,1,3,2010,6/14/09,PEC
6636,17,25,2,6,2010,17,37,1,3,2011,6/17/10,PEC
6638,2,10,1,3,2009,2,50,4,12,2009,3/2/09,PEC
6639,18,42,4,10,2006,18,54,3,7,2007,10/18/06,PEC
6640,6,10,1,3,2009,6,50,4,12,2009,3/6/09,PEC
6641,4,10,1,3,2009,4,50,4,12,2009,3/4/09,PEC
6642,26,18,2,4,2010,26,30,1,1,2011,4/26/10,PEC
6643,8,41,4,10,2010,8,53,3,7,2011,10/8/10,PEC
6645,8,11,1,3,2009,8,51,4,12,2009,3/8/09,PEC
6646,9,11,1,3,2009,9,51,4,12,2009,3/9/09,PEC
6649,19,38,3,9,2007,19,50,2,6,2008,9/19/07,PEC
6651,18,38,3,9,2007,18,50,2,6,2008,9/18/07,PEC
6653,17,38,3,9,2007,17,50,2,6,2008,9/17/07,PEC
6659,16,38,3,9,2007,16,50,2,6,2008,9/16/07,PEC
6661,15,37,3,9,2007,15,49,2,6,2008,9/15/07,PEC
6662,14,37,3,9,2007,14,49,2,6,2008,9/14/07,PEC
6663,13,37,3,9,2007,13,49,2,6,2008,9/13/07,PEC
6665,12,37,3,9,2007,12,49,2,6,2008,9/12/07,PEC
6668,16,34,3,8,2010,16,46,2,5,2011,8/16/10,PEC
6672,15,34,3,8,2010,15,46,2,5,2011,8/15/10,PEC
6675,11,33,3,8,2010,11,45,2,5,2011,8/11/10,PEC
6678,30,23,2,5,2005,30,35,1,2,2006,5/30/05,PEC
6680,31,36,3,8,2009,31,48,2,5,2010,8/31/09,PEC
6695,19,3,1,1,2006,19,43,4,10,2006,1/19/06,PEC
6698,18,3,1,1,2006,18,43,4,10,2006,1/18/06,PEC
6699,17,3,1,1,2006,17,43,4,10,2006,1/17/06,PEC
6700,14,2,1,1,2006,14,42,4,10,2006,1/14/06,PEC
6701,11,2,1,1,2006,11,42,4,10,2006,1/11/06,PEC
6702,10,2,1,1,2006,10,42,4,10,2006,1/10/06,PEC
6705,1,10,1,3,2010,1,50,4,12,2010,3/1/10,PEC
6708,4,10,1,3,2010,4,50,4,12,2010,3/4/10,PEC
6711,6,10,1,3,2010,6,50,4,12,2010,3/6/10,PEC
6716,21,43,4,10,2005,21,55,3,7,2006,10/21/05,PEC
6728,14,16,2,4,2005,14,28,1,1,2006,4/14/05,PEC
6742,22,21,2,5,2006,22,33,1,2,2007,5/22/06,PEC
6745,20,20,2,5,2006,20,32,1,2,2007,5/20/06,PEC
6748,9,6,1,2,2007,9,46,4,11,2007,2/9/07,PEC
6750,29,22,2,5,2006,29,34,1,2,2007,5/29/06,PEC
6754,12,11,1,3,2006,12,51,4,12,2006,3/12/06,PEC
6758,11,10,1,3,2006,11,50,4,12,2006,3/11/06,PEC
6767,17,11,1,3,2006,17,51,4,12,2006,3/17/06,PEC
6776,16,11,1,3,2006,16,51,4,12,2006,3/16/06,PEC
6789,7,2,1,1,2010,7,42,4,10,2010,1/7/10,PEC
6795,4,2,1,1,2010,4,42,4,10,2010,1/4/10,PEC
6797,1,1,1,1,2010,1,41,4,10,2010,1/1/10,PEC
6798,11,32,3,8,2006,11,44,2,5,2007,8/11/06,PEC
6800,13,11,1,3,2006,13,51,4,12,2006,3/13/06,PEC
6807,19,47,4,11,2006,19,59,3,8,2007,11/19/06,PEC
6808,30,1,4,12,2008,30,41,3,9,2009,12/30/08,PEC
6809,31,1,4,12,2008,31,41,3,9,2009,12/31/08,PEC
6810,8,23,2,6,2006,8,35,1,3,2007,6/8/06,PEC
6811,10,45,4,11,2006,10,57,3,8,2007,11/10/06,PEC
6813,15,46,4,11,2006,15,58,3,8,2007,11/15/06,PEC
6832,19,34,3,8,2008,19,46,2,5,2009,8/19/08,PEC
6837,10,33,3,8,2008,10,45,2,5,2009,8/10/08,PEC
6838,14,50,4,12,2006,14,62,3,9,2007,12/14/06,PEC
6839,17,51,4,12,2006,17,63,3,9,2007,12/17/06,PEC
6840,13,33,3,8,2008,13,45,2,5,2009,8/13/08,PEC
6841,11,50,4,12,2006,11,62,3,9,2007,12/11/06,PEC
6843,15,33,3,8,2008,15,45,2,5,2009,8/15/08,PEC
6844,8,37,3,9,2010,8,49,2,6,2011,9/8/10,PEC
6845,17,34,3,8,2008,17,46,2,5,2009,8/17/08,PEC
6846,20,52,4,12,2005,20,64,3,9,2006,12/20/05,PEC
6848,28,44,4,10,2009,28,56,3,7,2010,10/28/09,PEC
6850,29,44,4,10,2009,29,56,3,7,2010,10/29/09,PEC
6852,26,44,4,10,2009,26,56,3,7,2010,10/26/09,PEC
6853,27,44,4,10,2009,27,56,3,7,2010,10/27/09,PEC
6856,22,43,4,10,2009,22,55,3,7,2010,10/22/09,PEC
6864,1,26,3,7,2006,1,38,2,4,2007,7/1/06,PEC
6867,3,27,3,7,2006,3,39,2,4,2007,7/3/06,PEC
6869,2,27,3,7,2006,2,39,2,4,2007,7/2/06,PEC
6870,5,27,3,7,2006,5,39,2,4,2007,7/5/06,PEC
6884,27,22,2,5,2008,27,34,1,2,2009,5/27/08,PEC
6886,26,22,2,5,2008,26,34,1,2,2009,5/26/08,PEC
6891,23,21,2,5,2008,23,33,1,2,2009,5/23/08,PEC
6899,7,6,1,2,2009,7,46,4,11,2009,2/7/09,PEC
6900,4,6,1,2,2009,4,46,4,11,2009,2/4/09,PEC
6901,3,6,1,2,2009,3,46,4,11,2009,2/3/09,PEC
6902,1,6,1,2,2009,1,46,4,11,2009,2/1/09,PEC
6916,22,9,1,2,2010,22,49,4,11,2010,2/22/10,PEC
6936,4,41,4,10,2010,4,53,3,7,2011,10/4/10,PEC
6946,1,9,1,3,2006,1,49,4,12,2006,3/1/06,PEC
6947,2,9,1,3,2006,2,49,4,12,2006,3/2/06,PEC
6951,7,10,1,3,2006,7,50,4,12,2006,3/7/06,PEC
6952,6,10,1,3,2006,6,50,4,12,2006,3/6/06,PEC
6954,2,6,1,2,2010,2,46,4,11,2010,2/2/10,PEC
6955,31,5,1,1,2008,31,45,4,10,2008,1/31/08,PEC
6957,7,7,1,2,2010,7,47,4,11,2010,2/7/10,PEC
6960,20,52,4,12,2009,20,64,3,9,2010,12/20/09,PEC
6961,1,23,2,6,2009,1,35,1,3,2010,6/1/09,PEC
6967,15,7,1,2,2008,15,47,4,11,2008,2/15/08,PEC
6968,30,48,4,11,2007,30,60,3,8,2008,11/30/07,PEC
6973,12,29,3,7,2005,12,41,2,4,2006,7/12/05,PEC
6976,17,30,3,7,2005,17,42,2,4,2006,7/17/05,PEC
6980,28,53,4,12,2005,28,65,3,9,2006,12/28/05,PEC
6990,24,52,4,12,2005,24,64,3,9,2006,12/24/05,PEC
6994,26,53,4,12,2005,26,65,3,9,2006,12/26/05,PEC
6999,23,52,4,12,2005,23,64,3,9,2006,12/23/05,PEC
7001,22,52,4,12,2005,22,64,3,9,2006,12/22/05,PEC
7017,4,19,2,5,2010,4,31,1,2,2011,5/4/10,PEC
7022,16,16,2,4,2006,16,28,1,1,2007,4/16/06,PEC
7025,17,16,2,4,2006,17,28,1,1,2007,4/17/06,PEC
7026,14,15,2,4,2006,14,27,1,1,2007,4/14/06,PEC
7027,15,15,2,4,2006,15,27,1,1,2007,4/15/06,PEC
7028,12,15,2,4,2006,12,27,1,1,2007,4/12/06,PEC
7031,13,15,2,4,2006,13,27,1,1,2007,4/13/06,PEC
7032,10,15,2,4,2006,10,27,1,1,2007,4/10/06,PEC
7037,27,52,4,12,2007,27,64,3,9,2008,12/27/07,PEC
7038,3,6,1,2,2010,3,46,4,11,2010,2/3/10,PEC
7039,5,23,2,6,2008,5,35,1,3,2009,6/5/08,PEC
7040,18,20,2,5,2007,18,32,1,2,2008,5/18/07,PEC
7041,19,20,2,5,2007,19,32,1,2,2008,5/19/07,PEC
7043,7,11,1,3,2010,7,51,4,12,2010,3/7/10,PEC
7045,8,6,1,2,2007,8,46,4,11,2007,2/8/07,PEC
7048,6,6,1,2,2007,6,46,4,11,2007,2/6/07,PEC
7049,5,6,1,2,2007,5,46,4,11,2007,2/5/07,PEC
7053,3,5,1,2,2007,3,45,4,11,2007,2/3/07,PEC
7059,2,5,1,2,2007,2,45,4,11,2007,2/2/07,PEC
7061,1,5,1,2,2007,1,45,4,11,2007,2/1/07,PEC
7063,15,20,2,5,2007,15,32,1,2,2008,5/15/07,PEC
7069,26,17,2,4,2007,26,29,1,1,2008,4/26/07,PEC
7072,25,17,2,4,2007,25,29,1,1,2008,4/25/07,PEC
7073,23,17,2,4,2007,23,29,1,1,2008,4/23/07,PEC
7076,20,16,2,4,2007,20,28,1,1,2008,4/20/07,PEC
7077,3,23,2,6,2009,3,35,1,3,2010,6/3/09,PEC
7078,2,23,2,6,2009,2,35,1,3,2010,6/2/09,PEC
7079,7,24,2,6,2009,7,36,1,3,2010,6/7/09,PEC
7080,6,23,2,6,2009,6,35,1,3,2010,6/6/09,PEC
7081,5,23,2,6,2009,5,35,1,3,2010,6/5/09,PEC
7083,4,23,2,6,2009,4,35,1,3,2010,6/4/09,PEC
7085,9,24,2,6,2009,9,36,1,3,2010,6/9/09,PEC
7090,30,18,2,4,2009,30,30,1,1,2010,4/30/09,PEC
7092,23,17,2,4,2006,23,29,1,1,2007,4/23/06,PEC
7094,20,39,3,9,2010,20,51,2,6,2011,9/20/10,PEC
7099,23,5,1,1,2005,23,45,4,10,2005,1/23/05,PEC
7100,19,12,1,3,2010,19,24,4,12,2010,3/19/10,PEC
7101,24,5,1,1,2005,24,45,4,10,2005,1/24/05,PEC
7102,21,38,3,9,2007,21,50,2,6,2008,9/21/07,PEC
7104,23,52,4,12,2007,23,64,3,9,2008,12/23/07,PEC
7108,28,1,4,12,2009,28,41,3,9,2010,12/28/09,PEC
7109,24,17,2,4,2006,24,29,1,1,2007,4/24/06,PEC
7113,23,30,3,7,2008,23,42,2,4,2009,7/23/08,PEC
7114,21,30,3,7,2008,21,42,2,4,2009,7/21/08,PEC
7115,29,31,3,7,2008,29,43,2,4,2009,7/29/08,PEC
7116,21,51,4,12,2007,21,63,3,9,2008,12/21/07,PEC
7134,4,5,1,2,2006,4,45,4,11,2006,2/4/06,PEC
7138,6,6,1,2,2006,6,46,4,11,2006,2/6/06,PEC
7139,7,6,1,2,2006,7,46,4,11,2006,2/7/06,PEC
7149,18,33,3,8,2007,18,45,2,5,2008,8/18/07,PEC
7164,11,11,1,3,2009,11,51,4,12,2009,3/11/09,PEC
7176,2,22,2,6,2007,2,34,1,3,2008,6/2/07,PEC
7179,6,23,2,6,2007,6,35,1,3,2008,6/6/07,PEC
7184,29,17,2,4,2006,29,29,1,1,2007,4/29/06,PEC
7185,8,23,2,6,2007,8,35,1,3,2008,6/8/07,PEC
7215,16,8,1,2,2009,16,48,4,11,2009,2/16/09,PEC
7218,10,7,1,2,2009,10,47,4,11,2009,2/10/09,PEC
7221,9,28,3,7,2009,9,40,2,4,2010,7/9/09,PEC
7222,8,28,3,7,2009,8,40,2,4,2010,7/8/09,PEC
7228,7,28,3,7,2009,7,40,2,4,2010,7/7/09,PEC
7232,6,28,3,7,2009,6,40,2,4,2010,7/6/09,PEC
7234,5,28,3,7,2009,5,40,2,4,2010,7/5/09,PEC
7236,4,27,3,7,2009,4,39,2,4,2010,7/4/09,PEC
7243,10,37,3,9,2007,10,49,2,6,2008,9/10/07,PEC
7244,11,37,3,9,2007,11,49,2,6,2008,9/11/07,PEC
7250,5,49,4,12,2006,5,61,3,9,2007,12/5/06,PEC
7256,17,20,2,5,2007,17,32,1,2,2008,5/17/07,PEC
7258,16,20,2,5,2007,16,32,1,2,2008,5/16/07,PEC
7262,9,49,4,12,2006,9,61,3,9,2007,12/9/06,PEC
7271,15,20,2,5,2006,15,32,1,2,2007,5/15/06,PEC
7273,31,31,3,7,2010,31,43,2,4,2011,7/31/10,PEC
7274,30,31,3,7,2010,30,43,2,4,2011,7/30/10,PEC
7281,25,22,2,5,2008,25,34,1,2,2009,5/25/08,PEC
7283,12,42,4,10,2005,12,54,3,7,2006,10/12/05,PEC
7284,28,52,4,12,2007,28,64,3,9,2008,12/28/07,PEC
7285,11,42,4,10,2005,11,54,3,7,2006,10/11/05,PEC
7289,10,2,1,1,2008,10,42,4,10,2008,1/10/08,PEC
7291,9,15,2,4,2006,9,27,1,1,2007,4/9/06,PEC
7297,5,14,2,4,2006,5,26,1,1,2007,4/5/06,PEC
7303,20,17,2,4,2005,20,29,1,1,2006,4/20/05,PEC
7304,30,35,3,8,2008,30,47,2,5,2009,8/30/08,PEC
7306,25,5,1,1,2010,25,45,4,10,2010,1/25/10,PEC
7321,16,20,2,5,2009,16,32,1,2,2010,5/16/09,PEC
7333,21,4,1,1,2009,21,44,4,10,2009,1/21/09,PEC
7334,25,52,4,12,2006,25,64,3,9,2007,12/25/06,PEC
7342,20,12,1,3,2006,20,24,4,12,2006,3/20/06,PEC
7345,27,5,1,1,2009,27,45,4,10,2009,1/27/09,PEC
7364,26,17,2,4,2008,26,29,1,1,2009,4/26/08,PEC
7366,9,2,1,1,2009,9,42,4,10,2009,1/9/09,PEC
7369,4,2,1,1,2009,4,42,4,10,2009,1/4/09,PEC
7370,5,2,1,1,2009,5,42,4,10,2009,1/5/09,PEC
7380,14,3,1,1,2008,14,43,4,10,2008,1/14/08,PEC
7381,12,3,1,1,2010,12,43,4,10,2010,1/12/10,PEC
7388,11,42,4,10,2010,11,54,3,7,2011,10/11/10,PEC
7396,19,51,4,12,2006,19,63,3,9,2007,12/19/06,PEC
7398,8,7,1,2,2009,8,47,4,11,2009,2/8/09,PEC
7404,10,50,4,12,2006,10,62,3,9,2007,12/10/06,PEC
7405,2,6,1,2,2009,2,46,4,11,2009,2/2/09,PEC
7408,15,50,4,12,2006,15,62,3,9,2007,12/15/06,PEC
7410,26,52,4,12,2007,26,64,3,9,2008,12/26/07,PEC
7411,25,52,4,12,2007,25,64,3,9,2008,12/25/07,PEC
7413,24,52,4,12,2007,24,64,3,9,2008,12/24/07,PEC
7417,20,51,4,12,2007,20,63,3,9,2008,12/20/07,PEC
7419,16,3,1,1,2006,16,43,4,10,2006,1/16/06,PEC
7422,13,2,1,1,2006,13,42,4,10,2006,1/13/06,PEC
7424,12,2,1,1,2006,12,42,4,10,2006,1/12/06,PEC
7428,26,30,3,7,2006,26,42,2,4,2007,7/26/06,PEC
7429,16,20,2,5,2006,16,32,1,2,2007,5/16/06,PEC
7442,17,25,2,6,2009,17,37,1,3,2010,6/17/09,PEC
7447,19,3,1,1,2008,19,43,4,10,2008,1/19/08,PEC
7448,13,24,2,6,2009,13,36,1,3,2010,6/13/09,PEC
7469,19,17,2,4,2005,19,29,1,1,2006,4/19/05,PEC
7471,18,17,2,4,2005,18,29,1,1,2006,4/18/05,PEC
7476,17,17,2,4,2005,17,29,1,1,2006,4/17/05,PEC
7480,11,16,2,4,2005,11,28,1,1,2006,4/11/05,PEC
7491,11,7,1,2,2010,11,47,4,11,2010,2/11/10,PEC
7493,11,2,1,1,2008,11,42,4,10,2008,1/11/08,PEC
7504,18,3,1,1,2008,18,43,4,10,2008,1/18/08,PEC
7515,24,18,2,4,2005,24,30,1,1,2006,4/24/05,PEC
7523,3,45,4,11,2008,3,57,3,8,2009,11/3/08,PEC
7525,2,23,2,6,2010,2,35,1,3,2011,6/2/10,PEC
7527,6,45,4,11,2008,6,57,3,8,2009,11/6/08,PEC
7529,4,45,4,11,2008,4,57,3,8,2009,11/4/08,PEC
7537,9,37,3,9,2010,9,49,2,6,2011,9/9/10,PEC
7542,23,4,1,1,2010,23,44,4,10,2010,1/23/10,PEC
7551,9,24,2,6,2010,9,36,1,3,2011,6/9/10,PEC
7556,25,5,1,1,2005,25,45,4,10,2005,1/25/05,PEC
7560,8,24,2,6,2010,8,36,1,3,2011,6/8/10,PEC
7571,15,16,2,4,2010,15,28,1,1,2011,4/15/10,PEC
7572,14,16,2,4,2010,14,28,1,1,2011,4/14/10,PEC
7574,21,42,4,10,2006,21,54,3,7,2007,10/21/06,PEC
7586,21,25,2,6,2007,21,37,1,3,2008,6/21/07,PEC
7588,22,25,2,6,2007,22,37,1,3,2008,6/22/07,PEC
7590,24,26,2,6,2007,24,38,1,3,2008,6/24/07,PEC
7594,26,26,2,6,2007,26,38,1,3,2008,6/26/07,PEC
7595,29,26,2,6,2007,29,38,1,3,2008,6/29/07,PEC
7597,8,24,2,6,2009,8,36,1,3,2010,6/8/09,PEC
7600,1,40,4,10,2009,1,52,3,7,2010,10/1/09,PEC
7603,18,21,2,5,2009,18,33,1,2,2010,5/18/09,PEC
7604,19,21,2,5,2009,19,33,1,2,2010,5/19/09,PEC
7605,23,52,4,12,2008,23,64,3,9,2009,12/23/08,PEC
7608,22,52,4,12,2008,22,64,3,9,2009,12/22/08,PEC
7611,14,33,3,8,2006,14,45,2,5,2007,8/14/06,PEC
7613,15,33,3,8,2006,15,45,2,5,2007,8/15/06,PEC
7614,16,33,3,8,2006,16,45,2,5,2007,8/16/06,PEC
7617,15,20,2,5,2009,15,32,1,2,2010,5/15/09,PEC
7621,17,21,2,5,2009,17,33,1,2,2010,5/17/09,PEC
7626,27,39,3,9,2008,27,51,2,6,2009,9/27/08,PEC
7629,22,39,3,9,2008,22,51,2,6,2009,9/22/08,PEC
7630,23,39,3,9,2008,23,51,2,6,2009,9/23/08,PEC
7632,20,38,3,9,2008,20,50,2,6,2009,9/20/08,PEC
7641,28,40,3,9,2008,28,52,2,6,2009,9/28/08,PEC
7644,29,40,3,9,2008,29,52,2,6,2009,9/29/08,PEC
7645,24,22,2,5,2010,24,34,1,2,2011,5/24/10,PEC
7654,22,21,2,5,2010,22,33,1,2,2011,5/22/10,PEC
7662,13,16,2,4,2008,13,28,1,1,2009,4/13/08,PEC
7670,14,38,3,9,2005,14,50,2,6,2006,9/14/05,PEC
8598,16,43,4,10,2005,16,55,3,7,2006,10/16/05,PEC
8696,17,43,4,10,2005,17,55,3,7,2006,10/17/05,PEC
8879,12,28,3,7,2006,12,40,2,4,2007,7/12/06,PEC
8894,4,36,3,9,2010,4,48,2,6,2011,9/4/10,PEC
8904,2,36,3,9,2010,2,48,2,6,2011,9/2/10,PEC
9362,1,36,3,9,2010,1,48,2,6,2011,9/1/10,PEC
10042,6,49,4,12,2007,6,61,3,9,2008,12/6/07,PEC
10045,12,19,2,5,2007,12,31,1,2,2008,5/12/07,PEC
10053,1,1,1,1,2007,1,41,4,10,2007,1/1/07,PEC
10055,2,1,1,1,2007,2,41,4,10,2007,1/2/07,PEC
10059,5,1,1,1,2007,5,41,4,10,2007,1/5/07,PEC
10060,6,1,1,1,2007,6,41,4,10,2007,1/6/07,PEC
10068,7,23,2,6,2006,7,35,1,3,2007,6/7/06,PEC
10073,8,7,1,2,2010,8,47,4,11,2010,2/8/10,PEC
10082,31,36,3,8,2008,31,48,2,5,2009,8/31/08,PEC
10089,26,30,3,7,2008,26,42,2,4,2009,7/26/08,PEC
10092,19,4,1,1,2009,19,44,4,10,2009,1/19/09,PEC
10094,20,30,3,7,2008,20,42,2,4,2009,7/20/08,PEC
10097,16,3,1,1,2009,16,43,4,10,2009,1/16/09,PEC
10100,11,3,1,1,2009,11,43,4,10,2009,1/11/09,PEC
10122,5,10,1,3,2007,5,50,4,12,2007,3/5/07,PEC
10124,4,10,1,3,2005,4,50,4,12,2005,3/4/05,PEC
10127,6,11,1,3,2005,6,51,4,12,2005,3/6/05,PEC
10129,20,21,2,5,2005,20,33,1,2,2006,5/20/05,PEC
10130,2,9,1,3,2007,2,49,4,12,2007,3/2/07,PEC
10132,8,41,4,10,2009,8,53,3,7,2010,10/8/09,PEC
10139,2,40,4,10,2009,2,52,3,7,2010,10/2/09,PEC
10140,3,40,4,10,2009,3,52,3,7,2010,10/3/09,PEC
10141,4,41,4,10,2009,4,53,3,7,2010,10/4/09,PEC
10144,6,41,4,10,2009,6,53,3,7,2010,10/6/09,PEC
10145,7,41,4,10,2009,7,53,3,7,2010,10/7/09,PEC
10152,4,44,4,11,2006,4,56,3,8,2007,11/4/06,PEC
10159,1,44,4,11,2006,1,56,3,8,2007,11/1/06,PEC
10183,4,49,4,12,2009,4,61,3,9,2010,12/4/09,PEC
10184,19,29,3,7,2006,19,41,2,4,2007,7/19/06,PEC
10186,30,5,1,1,2009,30,45,4,10,2009,1/30/09,PEC
10213,16,29,3,7,2006,16,41,2,4,2007,7/16/06,PEC
10224,7,37,3,9,2010,7,49,2,6,2011,9/7/10,PEC
10225,6,37,3,9,2010,6,49,2,6,2011,9/6/10,PEC
10229,9,50,4,12,2009,9,62,3,9,2010,12/9/09,PEC
10245,1,14,2,4,2008,1,26,1,1,2009,4/1/08,PEC
10248,13,3,1,1,2009,13,43,4,10,2009,1/13/09,PEC
10269,13,46,4,11,2006,13,58,3,8,2007,11/13/06,PEC
10277,3,14,2,4,2008,3,26,1,1,2009,4/3/08,PEC
10283,17,11,1,3,2007,17,51,4,12,2007,3/17/07,PEC
10284,14,11,1,3,2007,14,51,4,12,2007,3/14/07,PEC
10301,4,14,2,4,2008,4,26,1,1,2009,4/4/08,PEC
10302,13,11,1,3,2007,13,51,4,12,2007,3/13/07,PEC
10304,10,11,1,3,2005,10,51,4,12,2005,3/10/05,PEC
10326,16,38,3,9,2010,16,50,2,6,2011,9/16/10,PEC
10335,25,26,2,6,2008,25,38,1,3,2009,6/25/08,PEC
10337,1,14,2,4,2007,1,26,1,1,2008,4/1/07,PEC
10342,4,14,2,4,2007,4,26,1,1,2008,4/4/07,PEC
10345,15,11,1,3,2006,15,51,4,12,2006,3/15/06,PEC
10351,10,10,1,3,2006,10,50,4,12,2006,3/10/06,PEC
10354,18,25,2,6,2005,18,37,1,3,2006,6/18/05,PEC
10358,1,35,3,9,2007,1,47,2,6,2008,9/1/07,PEC
10363,3,36,3,9,2007,3,48,2,6,2008,9/3/07,PEC
10364,29,9,1,2,2008,29,49,4,11,2008,2/29/08,PEC
10366,23,8,1,2,2008,23,48,4,11,2008,2/23/08,PEC
10373,21,8,1,2,2008,21,48,4,11,2008,2/21/08,PEC
10375,20,8,1,2,2008,20,48,4,11,2008,2/20/08,PEC
10377,27,9,1,2,2008,27,49,4,11,2008,2/27/08,PEC
10380,24,9,1,2,2008,24,49,4,11,2008,2/24/08,PEC
10385,8,36,3,9,2007,8,48,2,6,2008,9/8/07,PEC
10386,8,6,1,2,2008,8,46,4,11,2008,2/8/08,PEC
10405,28,31,3,7,2009,28,43,2,4,2010,7/28/09,PEC
10407,30,26,2,6,2006,30,38,1,3,2007,6/30/06,PEC
10414,21,30,3,7,2009,21,42,2,4,2010,7/21/09,PEC
10415,20,30,3,7,2009,20,42,2,4,2010,7/20/09,PEC
10416,23,30,3,7,2009,23,42,2,4,2010,7/23/09,PEC
10419,22,30,3,7,2009,22,42,2,4,2010,7/22/09,PEC
10420,25,30,3,7,2009,25,42,2,4,2010,7/25/09,PEC
10422,24,30,3,7,2009,24,42,2,4,2010,7/24/09,PEC
10423,27,31,3,7,2009,27,43,2,4,2010,7/27/09,PEC
10425,15,7,1,2,2007,15,47,4,11,2007,2/15/07,PEC
10429,14,3,1,1,2009,14,43,4,10,2009,1/14/09,PEC
10448,26,31,3,7,2009,26,43,2,4,2010,7/26/09,PEC
10506,29,31,3,7,2009,29,43,2,4,2010,7/29/09,PEC
10507,26,13,1,3,2007,26,25,4,12,2007,3/26/07,PEC
10523,15,20,2,5,2008,15,32,1,2,2009,5/15/08,PEC
10529,6,45,4,11,2007,6,57,3,8,2008,11/6/07,PEC
10530,7,45,4,11,2007,7,57,3,8,2008,11/7/07,PEC
10531,26,39,3,9,2008,26,51,2,6,2009,9/26/08,PEC
10533,21,39,3,9,2008,21,51,2,6,2009,9/21/08,PEC
10534,3,44,4,11,2007,3,56,3,8,2008,11/3/07,PEC
10536,1,44,4,11,2007,1,56,3,8,2008,11/1/07,PEC
10544,9,7,1,2,2005,9,47,4,11,2005,2/9/05,PEC
10553,14,8,1,2,2010,14,48,4,11,2010,2/14/10,PEC
10556,1,6,1,2,2005,1,46,4,11,2005,2/1/05,PEC
10559,2,45,4,11,2005,2,57,3,8,2006,11/2/05,PEC
10560,2,10,1,3,2008,2,50,4,12,2008,3/2/08,PEC
10563,20,12,1,3,2007,20,24,4,12,2007,3/20/07,PEC
10573,29,13,1,3,2007,29,25,4,12,2007,3/29/07,PEC
10579,23,26,2,6,2005,23,38,1,3,2006,6/23/05,PEC
10604,28,1,4,12,2008,28,41,3,9,2009,12/28/08,PEC
10606,26,40,3,9,2010,26,52,2,6,2011,9/26/10,PEC
10607,22,39,3,9,2010,22,51,2,6,2011,9/22/10,PEC
10613,28,40,3,9,2010,28,52,2,6,2011,9/28/10,PEC
10623,25,34,3,8,2006,25,46,2,5,2007,8/25/06,PEC
10624,8,10,1,3,2008,8,50,4,12,2008,3/8/08,PEC
10636,8,20,2,5,2005,8,32,1,2,2006,5/8/05,PEC
10637,9,20,2,5,2005,9,32,1,2,2006,5/9/05,PEC
10667,19,8,1,2,2008,19,48,4,11,2008,2/19/08,PEC
10676,4,40,4,10,2008,4,52,3,7,2009,10/4/08,PEC
10680,8,14,2,4,2006,8,26,1,1,2007,4/8/06,PEC
10681,2,40,4,10,2008,2,52,3,7,2009,10/2/08,PEC
10685,1,40,4,10,2008,1,52,3,7,2009,10/1/08,PEC
10690,6,14,2,4,2006,6,26,1,1,2007,4/6/06,PEC
10694,1,1,1,1,2008,1,41,4,10,2008,1/1/08,PEC
10696,6,2,1,1,2008,6,42,4,10,2008,1/6/08,PEC
10699,5,1,1,1,2008,5,41,4,10,2008,1/5/08,PEC
10725,14,38,3,9,2010,14,50,2,6,2011,9/14/10,PEC
10728,15,38,3,9,2010,15,50,2,6,2011,9/15/10,PEC
10739,8,37,3,9,2009,8,49,2,6,2010,9/8/09,PEC
10752,1,36,3,9,2009,1,48,2,6,2010,9/1/09,PEC
10754,6,37,3,9,2009,6,49,2,6,2010,9/6/09,PEC
10772,30,40,3,9,2009,30,52,2,6,2010,9/30/09,PEC
10774,6,19,2,5,2007,6,31,1,2,2008,5/6/07,PEC
10784,9,19,2,5,2007,9,31,1,2,2008,5/9/07,PEC
10810,31,5,1,1,2007,31,45,4,10,2007,1/31/07,PEC
11051,14,29,3,7,2010,14,41,2,4,2011,7/14/10,PEC
11055,25,17,2,4,2006,25,29,1,1,2007,4/25/06,PEC
11058,26,17,2,4,2006,26,29,1,1,2007,4/26/06,PEC
11070,14,42,4,10,2010,14,54,3,7,2011,10/14/10,PEC
11073,20,34,3,8,2006,20,46,2,5,2007,8/20/06,PEC
11076,18,43,4,10,2010,18,55,3,7,2011,10/18/10,PEC
11077,29,44,4,10,2005,29,56,3,7,2006,10/29/05,PEC
11240,12,24,2,6,2009,12,36,1,3,2010,6/12/09,PEC
11249,20,13,1,3,2005,20,25,4,12,2005,3/20/05,PEC
11254,22,13,1,3,2005,22,25,4,12,2005,3/22/05,PEC
11258,24,13,1,3,2005,24,25,4,12,2005,3/24/05,PEC
11266,26,13,1,3,2005,26,25,4,12,2005,3/26/05,PEC
